date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
4/15/2006,Wheat - Retail,KG,cereals and tubers,11.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2006,Wheat - Retail,KG,cereals and tubers,12.125,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2006,Wheat - Retail,KG,cereals and tubers,12.875,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2006,Wheat - Retail,KG,cereals and tubers,13.15,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2006,Wheat - Retail,KG,cereals and tubers,13.0875,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2006,Wheat - Retail,KG,cereals and tubers,11.625,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2006,Wheat - Retail,KG,cereals and tubers,11.875,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2006,Wheat - Retail,KG,cereals and tubers,12.2667,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2006,Wheat - Retail,KG,cereals and tubers,12.775,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2007,Wheat - Retail,KG,cereals and tubers,12.875,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2007,Wheat - Retail,KG,cereals and tubers,13,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2007,Wheat - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2007,Wheat - Retail,KG,cereals and tubers,11.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2007,Wheat - Retail,KG,cereals and tubers,9.875,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2007,Wheat - Retail,KG,cereals and tubers,9.875,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2007,Wheat - Retail,KG,cereals and tubers,10.625,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2007,Wheat - Retail,KG,cereals and tubers,12.125,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2007,Wheat - Retail,KG,cereals and tubers,12.375,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2007,Wheat - Retail,KG,cereals and tubers,15.125,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2007,Wheat - Retail,KG,cereals and tubers,16.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2007,Wheat - Retail,KG,cereals and tubers,17.625,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2008,Wheat - Retail,KG,cereals and tubers,21.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2008,Wheat - Retail,KG,cereals and tubers,21.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2008,Wheat - Retail,KG,cereals and tubers,23.625,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2008,Wheat - Retail,KG,cereals and tubers,34,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2008,Wheat - Retail,KG,cereals and tubers,35.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2008,Wheat - Retail,KG,cereals and tubers,30.375,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2008,Wheat - Retail,KG,cereals and tubers,30.3,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2008,Wheat - Retail,KG,cereals and tubers,30.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2008,Wheat - Retail,KG,cereals and tubers,28.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2008,Wheat - Retail,KG,cereals and tubers,28,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2008,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2008,Wheat - Retail,KG,cereals and tubers,20.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2009,Wheat - Retail,KG,cereals and tubers,18.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2009,Wheat - Retail,KG,cereals and tubers,16.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2009,Wheat - Retail,KG,cereals and tubers,14.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2009,Wheat - Retail,KG,cereals and tubers,13.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2009,Wheat - Retail,KG,cereals and tubers,16.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2009,Wheat - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2009,Wheat - Retail,KG,cereals and tubers,13,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2009,Wheat - Retail,KG,cereals and tubers,13.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2009,Wheat - Retail,KG,cereals and tubers,14,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2009,Wheat - Retail,KG,cereals and tubers,13.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2009,Wheat - Retail,KG,cereals and tubers,12.875,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2009,Wheat - Retail,KG,cereals and tubers,12.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2010,Wheat - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2010,Wheat - Retail,KG,cereals and tubers,12,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2010,Wheat - Retail,KG,cereals and tubers,11,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2010,Wheat - Retail,KG,cereals and tubers,10.875,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2010,Wheat - Retail,KG,cereals and tubers,10.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2010,Wheat - Retail,KG,cereals and tubers,10,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2010,Wheat - Retail,KG,cereals and tubers,10.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2010,Wheat - Retail,KG,cereals and tubers,12.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2010,Wheat - Retail,KG,cereals and tubers,13.125,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2010,Wheat - Retail,KG,cereals and tubers,12.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2010,Wheat - Retail,KG,cereals and tubers,13.375,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2010,Wheat - Retail,KG,cereals and tubers,14.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2011,Wheat - Retail,KG,cereals and tubers,15.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2011,Wheat - Retail,KG,cereals and tubers,15.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2011,Wheat - Retail,KG,cereals and tubers,14.375,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2011,Wheat - Retail,KG,cereals and tubers,16.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2011,Wheat - Retail,KG,cereals and tubers,19,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2011,Wheat - Retail,KG,cereals and tubers,18.38,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2011,Wheat - Retail,KG,cereals and tubers,18.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2011,Wheat - Retail,KG,cereals and tubers,18.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2011,Wheat - Retail,KG,cereals and tubers,18.1,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2011,Wheat - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2012,Wheat - Retail,KG,cereals and tubers,17.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2012,Wheat - Retail,KG,cereals and tubers,16.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2012,Wheat - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2012,Wheat - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2012,Wheat - Retail,KG,cereals and tubers,17.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2012,Wheat - Retail,KG,cereals and tubers,16,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2012,Wheat - Retail,KG,cereals and tubers,16,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2012,Wheat - Retail,KG,cereals and tubers,16.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2012,Wheat - Retail,KG,cereals and tubers,17.3333,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2012,Wheat - Retail,KG,cereals and tubers,18.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2012,Wheat - Retail,KG,cereals and tubers,19,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2012,Wheat - Retail,KG,cereals and tubers,18.125,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2013,Wheat - Retail,KG,cereals and tubers,19.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2013,Wheat - Retail,KG,cereals and tubers,19,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2013,Wheat - Retail,KG,cereals and tubers,19,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2013,Wheat - Retail,KG,cereals and tubers,19,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2013,Wheat - Retail,KG,cereals and tubers,19,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2013,Wheat - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2013,Wheat - Retail,KG,cereals and tubers,18,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2013,Wheat - Retail,KG,cereals and tubers,18.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2013,Wheat - Retail,KG,cereals and tubers,19.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2013,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2013,Wheat - Retail,KG,cereals and tubers,19.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2014,Wheat - Retail,KG,cereals and tubers,19.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2014,Wheat - Retail,KG,cereals and tubers,20.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2014,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2014,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2014,Wheat - Retail,KG,cereals and tubers,21.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2014,Wheat - Retail,KG,cereals and tubers,21.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2014,Wheat - Retail,KG,cereals and tubers,20.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2014,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2014,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2014,Wheat - Retail,KG,cereals and tubers,21.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2014,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2014,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2015,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2015,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2015,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2015,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2015,Wheat - Retail,KG,cereals and tubers,21.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2015,Wheat - Retail,KG,cereals and tubers,20.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2015,Wheat - Retail,KG,cereals and tubers,20.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2015,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2015,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2015,Wheat - Retail,KG,cereals and tubers,21.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2015,Wheat - Retail,KG,cereals and tubers,21.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2015,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2016,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2016,Wheat - Retail,KG,cereals and tubers,21.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2016,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2016,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2016,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2016,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2016,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2016,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2016,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2016,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2016,Wheat - Retail,KG,cereals and tubers,21.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2017,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2017,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2017,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2017,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2017,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2017,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2017,Wheat - Retail,KG,cereals and tubers,21.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2017,Wheat - Retail,KG,cereals and tubers,20.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2017,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2017,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2017,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2017,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2018,Wheat - Retail,KG,cereals and tubers,20.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2018,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2018,Wheat - Retail,KG,cereals and tubers,19.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2018,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2018,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2018,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2018,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2018,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2018,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2018,Wheat - Retail,KG,cereals and tubers,21.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
11/15/2018,Wheat - Retail,KG,cereals and tubers,23,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
12/15/2018,Wheat - Retail,KG,cereals and tubers,23,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2019,Wheat - Retail,KG,cereals and tubers,23,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
2/15/2019,Wheat - Retail,KG,cereals and tubers,24,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
3/15/2019,Wheat - Retail,KG,cereals and tubers,24,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
4/15/2019,Wheat - Retail,KG,cereals and tubers,24,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
5/15/2019,Wheat - Retail,KG,cereals and tubers,24,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
6/15/2019,Wheat - Retail,KG,cereals and tubers,21.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
7/15/2019,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
8/15/2019,Wheat - Retail,KG,cereals and tubers,20,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
9/15/2019,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
10/15/2019,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,84,15,5,1,267_84_15_5,
1/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
2/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,22.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
3/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,20.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
4/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,23.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
5/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
6/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,24.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
7/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,25.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
8/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,24.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
9/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,26.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
10/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,25.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
11/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,28.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
12/15/2007,Rice (low quality) - Retail,KG,cereals and tubers,30,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
1/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,31.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
2/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,31.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
3/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,31.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
4/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,45.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
5/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,43.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
6/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,39.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
7/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,43.75,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
8/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,44,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
9/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,37,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
10/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,36.5,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
11/15/2008,Rice (low quality) - Retail,KG,cereals and tubers,35,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
1/15/2009,Rice (low quality) - Retail,KG,cereals and tubers,35.25,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
2/15/2009,Rice (low quality) - Retail,KG,cereals and tubers,34,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
3/15/2009,Rice (low quality) - Retail,KG,cereals and tubers,33,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
4/15/2009,Rice (low quality) - Retail,KG,cereals and tubers,33,AFN,Afghanistan,Badakhshan,272,Mazar,267,145,15,5,1,267_145_15_5,
